MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
f2090c8844d0d1a9011dfcebbc5bcaf35cf6a4171011c55fdbf6e858826702e0,80d6fe7b1421faabdd7738cc8c71d5017653c337d78ddff56b783b24e1b78710,studenti.polito.it,-38.0,51.0,17046100.0,1955704,AP-BCI-06,Student
a61d67d60b02aab4d58db6e9f6faeeaff76dfd140cb3b84b1ddb4dd0a7f5b9d4,bf7b8bbde23aa6f0b11dd39c920be29e91419f8d557f16f196c4394622cd864a,polito.it,-55.0,42.0,193649951.0,16828984,AP-DICHI-3O-P3-02,Staff
34ae1284d404a964b507ec81bbe1a61a7d99934677b5076c0484e49173394b6b,326c6998b3885e944f2241802e58b5f4d99eebb1d2b2f2d93f472cad823113c1,studenti.polito.it,-61.0,33.0,16649834.0,3989854,AP-AULA9I-02,Student
81993fe2fb01ae7a189e92d5ad3ae892bccb5d44a3c70bb05c126817b269b7ba,74a7fd93037fc772c3f9eadc20f5a6d151a2e425e4d43d20487cf06159b82148,studenti.polito.it,-51.0,40.0,166390605.0,22395758,AP-VALE-AULA7V-01,Student
74b2119511f621a28e20a5c62dc1e3c05b58c30b7819fc2a51692a5ce2229d61,2da0647cfe4863aa410ff9f53db3487634f6eededdcc538f734fbf2c4b65fbae,studenti.polito.it,-71.0,21.0,5365571018.0,4574771648,AP-LING-AULA304,Student
25e1bc59fec6ad87b1567cdeed6db0719dfbb35dec4e12be91e25978c533ce6f,18b22d48d79e955e77adc63509c1b4c45f3d8c93f156e7167393c17414664176,polito.it,-68.0,20.0,3671199089.0,99947490,AP-DITIC07,Staff
d5291352b4d568da401c111202cbd1ddbab41d86153053a2920d18cf1f3cdf74,a31f713d3b3f2811e6121e57bd59cc3b0d984dc8430278d18a5225200da0828e,studenti.polito.it,-51.0,42.0,19462.0,17442,AP-SPECIAL-NEEDS-02,Student
6668db04f2db3efa24aacd8d21604de3a86afdff186d63a71bbfcea7fc739fd8,5640c7c1faa13cd06e4caea4f50462753e096d9aae1b56a703349a17494e5f29,polito.it,-65.0,28.0,1410751679.0,89469890,AP-DIMEC08,Staff
8416f5f82df7116a3adecf145dc2918c9fb28a1441dd87ecd7d6087e5621bce1,a04f06e2a101a415a2df2c7b2323bfa3cedcf2298fe3d3278bcf7f88a33c1efd,studenti.polito.it,-54.0,38.0,614949858.0,63266855,AP-SETTE-AULA02AM-1,Student
425485279bce883f4ebe6f4b8ef522e102ae1c478c8efeea1266542e31f7824b,8bb39cdbf0500f7d144febbef5ccc6ee5a4212c91d1383ed05ada47d77a6dd7e,studenti.polito.it,-65.0,31.0,1887961.0,686721,AP-AULA3I-02,Student
c4518aaf1826f750fe3c756fd9b853e80c1dea7ade1fa287508077c5dffe1a88,290dc4edfc0fb898cdf2c92fb73b420b23041a3f637b423928a5a687dfd280d4,studenti.polito.it,-56.0,38.0,239299147.0,27292230,AP-LING-AULA308,Student
41b09ef441aa69e923dbb6db64e0b2fdbed86822182147a693686cfa8b02a1a0,73130b1dc38641b197f4abd2500cf33924a183f67867b098cf755b467b8d3163,studenti.polito.it,-60.0,32.0,342896688.0,3008961,AP-AULAR3-01,Student
2e30e3d3106230f099b1dcf4ab8e6860d840e79be832ef28c57381e2cfdde49b,8ee93344f29f50e089fc84c3b89b44791aa309653dab76161b640c775a1bed5e,studenti.polito.it,-53.0,39.0,31382489.0,2299586,AP-AULA14-04,Student
4f7f9459d219d0b2f6ba01ce2535d6ac235ec8c8c06bffe7239f111bd850ffb1,cf37362339b392237d542071c4ba69762ab1ef4ad5554d76e2d99a571b4a1383,studenti.polito.it,-56.0,40.0,31766540.0,1347441,AP-AULA08-03,Student
24be9b7be926578f2539295a51fd1406e30b8f8c250998247892eb5c62b6ead6,c487f4b8744ae31296b1aa723d6dafde8a8eecf42c590e14cb9ab08e18116d8e,studenti.polito.it,-47.0,44.0,371724381.0,28884424,AP-LING-AULA304,Student
587e4f6f99235e10c92fe6ccddc1bf2544063f79740258382ada137673a964b6,169f3d8781d97c622983eeaf49a6e9a7e87cbcc16b817158cadf168ac96aa593,studenti.polito.it,-62.0,27.0,48088332.0,195758815,AP-LING-AULA301-2,Student
cca5fd63dce51e5fb4acf984867633cd3f5030f011baf92e4fed6bbae7f5f6f6,eb8c4995162e0f41a4625a7e6bdd92cd9291bc4e97ed2fa1c6ec8177ade6a005,polito.it,-69.0,24.0,6820840.0,3452023,AP-AULA13S-02,Staff
60be4e51b7214fc61892fd0d287bae799ea94ec6a5033246a1f265dd9a09a9dc,f286d30b280e1e90350bdf59ca5d74e822297a9c8bb4893e4bc8a0dbbfe2e81a,studenti.polito.it,-63.0,31.0,748179107.0,25260590,AP-AULA1M-01,Student
f41d9c4a305d128f8d94ce72eb445d74bd838a6fac7f1c348670362e3a8e771f,9af741e78b57da36ccb865e274fdec766a47683529424bc7b7f66545244bcf51,studenti.polito.it,-74.0,20.0,21607212.0,103262648,AP-DISMIC09,Student
7f66789ed584a1151fcd4f4b529f23733a7a10fa032f819c88becf91c97ea224,bf585f22dfd0d3193a0042584c9b5b9016719d31855baefb6a14c53ac9f3a40e,studenti.polito.it,-65.0,26.0,4614681.0,1543191,AP-AULA9I-01,Student
f85e358584b2b3290aa43b158d40087ba33d642d0d12789a09ce50c2adb8b577,43ebf426f3bb7e532c238e05df0dec30742ab2987c2c3e27847bb535e02125ab,studenti.polito.it,-52.0,38.0,40263401.0,5449050,AP-AULAR4B-02,Student
6c4d380d6fd147da847adab31966475ac0f21564bc675bfa0aaae1a4b4d384e5,bbc443e27b5ac050410403c2f4bec24cadbe8ae74aef6bedd98d6ce8a0ade1f3,studenti.polito.it,-72.0,21.0,25598029.0,2940896,AP-AULA3I-01,Student
